id,name,description,category,therapeuticArea,prevalence,unmetNeedIndex,keyUnmetNeeds,wikipediaUrl,medlineUrl,opentargetsUrl,omimUrl,nordUrl,clinicalTrialsUrl,leadingPagWebsiteUs,keyCompanies,guidelineDrugs,pipelineActivity,scores.burdenUntreated,scores.burdenTreated,scores.safetyTolerability,scores.convenienceAdministration
fundus-albipunctatus,Fundus albipunctatus,"Fundus albipunctatus is a rare autosomal recessive retinal disorder, usually due to RDH5 visual cycle dysfunction, causing early night blindness with hours long delayed dark adaptation and characteristic white yellow retinal flecks while daytime vision is often preserved. Some patients later develop macular degeneration with cone loss. Management is largely supportive with no broadly proven disease modifying or vision restoring therapy, leaving a need for treatments that normalize visual cycle biochemistry, improve dark adaptation, and prevent central retinal degeneration.",Ophthalmology,Ophthalmology,Ultra-Orphan,1.997,"- Rapid, durable reversal of hours-long delayed dark adaptation/night blindness via visual-cycle/RDH5 pathway restoration (e.g., chromophore replacement), measurable by dark adaptometry/scotopic ERG.
- Prevention of progression in the non-stationary subset with cone dysfunction/macular degeneration, preserving photopic function/visual acuity.
- A clinically validated, well-tolerated pharmacologic treatment beyond supportive care (improving on ad-hoc high-dose beta-carotene and stalled Phase 1 retinoid/chromophore approaches).",,https://medlineplus.gov/genetics/condition/fundus-albipunctatus/,https://platform.opentargets.org/disease/MONDO_0007639,https://omim.org/entry/136880,https://rarediseases.org/mondo-disease/fundus-albipunctatus/,https://clinicaltrials.gov/search?cond=%22Fundus%20albipunctatus%22,https://www.fightingblindness.org/,,,7,2,2,1,2
galactokinase-deficiency,Galactokinase deficiency,"Galactokinase deficiency (galactosemia type II) is a mild inherited galactose metabolism disorder where galactitol accumulation in the lens causes early bilateral oil droplet cataracts, sometimes with infant feeding difficulty after milk exposure. Care is largely lifelong galactose and lactose restriction with supplements, and late diagnosis can still mean cataract surgery. The key unmet need is a disease modifying option that reduces galactitol and reliance on strict diet, with aldose reductase inhibitors and enzyme restoration approaches (pharmacological chaperones, GALK1 messenger ribonucleic acid) as emerging directions.",Nutrition,Nutrition,Ultra-Orphan,1.768,"- Oral aldose-reductase pathway inhibition to suppress lens galactitol and meaningfully liberalize lifelong galactose/lactose restriction while maintaining cataract-free outcomes
- Rapid-acting systemic/ocular pharmacotherapy to reverse or halt cataracts in late-diagnosed infants/children and avoid or reduce cataract surgery
- Long-acting restoration of GALK1 activity (e.g., pharmacologic chaperone or GALK1 mRNA) to normalize biomarkers and eliminate lifelong dietary restriction/monitoring",https://en.wikipedia.org/wiki/Galactokinase_deficiency,https://medlineplus.gov/genetics/condition/galactosemia/,https://platform.opentargets.org/disease/MONDO_0009255,https://www.omim.org/entry/230200,https://rarediseases.org/rare-diseases/galactosemia/,https://clinicaltrials.gov/search?cond=Galactokinase%20Deficiency,https://galactosemia.org/,,[object Object],7,3,1,1,4
ganglioneuroma,Ganglioneuroma,"Rare benign, well differentiated neural crest tumor of the sympathetic nervous system, often incidental but can cause compressive or hormone related symptoms; treatment is mainly surgery with no effective chemotherapy, leaving a need for medical options to manage high risk unresectable or residual disease and reduce long surveillance burden.",Oncology,Oncology,Ultra-Orphan,1.868,"- Neoadjuvant, well-tolerated tumor-shrinking drug therapy (e.g., mTOR-pathway inhibition) for large/encasing ganglioneuromas to reduce tumor size/extent pre-op and lower surgical morbidity.
- Therapies that reliably control hormone-mediated syndromes (e.g., diarrhea and hypertension) in functional ganglioneuroma patients to reduce symptom burden and peri-operative instability.
- Disease-control drugs for patients under observation or after subtotal resection with major residual tumor (>2 cm) to prevent local progression and reduce long-term surveillance/re-operation.",https://en.wikipedia.org/wiki/Ganglioneuroma,https://medlineplus.gov/ency/article/001437.htm,https://platform.opentargets.org/disease/EFO_0000500,,https://rarediseases.org/mondo-disease/ganglioneuroma/,https://clinicaltrials.gov/search?cond=Ganglioneuroma,,,,7,2,1,4,3
clostridial-gas-gangrene,Clostridial gas gangrene,"Clostridial gas gangrene, or clostridial myonecrosis, is a rare, hyperacute necrotizing soft tissue infection that typically follows trauma or surgery, where anaerobic clostridia release gas and potent exotoxins that rapidly destroy muscle and drive systemic toxicity, shock, and organ failure. Treatment is a race against time with urgent surgical exploration and debridement, high dose intravenous antibiotics, and sometimes amputation, yet mortality can be extreme. Key unmet needs are earlier, clearer diagnosis in the initial phase when it mimics necrotizing fasciitis and adjuncts that neutralize toxins to reduce death and limb loss.",Infectious disease,Infectious disease,Ultra-Orphan,4.7,"- Up-front exotoxin neutralization (e.g., anti-toxin mAbs/inhibitors/decoy peptides) to prevent early toxin-driven septic shock/death.
- Rapid bacterial-load reduction in devitalized/anaerobic muscle (e.g., phage or other fast-acting modalities) to slow 24-hour progression and reduce amputations/extensive debridement.
- Broad-spectrum ICU empiric regimens that maintain coverage while lowering AKI risk vs vancomycin+piperacillin/tazobactam and lowering CDI risk vs clindamycin-containing therapy.",https://en.wikipedia.org/wiki/Gas_gangrene,https://medlineplus.gov/ency/article/000620.htm,,,https://rarediseases.org/rare-diseases/clostridial-myonecrosis/,https://clinicaltrials.gov/search?cond=%22Gas%20Gangrene%22%20OR%20%22Clostridial%20Myonecrosis%22,,,[object Object],7,7,6,6,7
germinoma,Germinoma,"Ultra-orphan midline brain tumor of adolescents, typically in the suprasellar or pineal region, presenting with diabetes insipidus and endocrine deficits or with hydrocephalus symptoms like headache, nausea, diplopia and Parinaud syndrome. Cure is usually achieved with chemotherapy plus radiotherapy, but survivorship is dominated by permanent endocrinopathies and radiation related neurocognitive and vascular toxicity, second tumors, and late recurrence risk. The key unmet need is maintaining high cure rates while de escalating radiation dose and field to reduce lifelong morbidity.",Oncology,Oncology,Ultra-Orphan,2.707,"- Radiation-sparing systemic therapy for localized pediatric/AYA CNS germinoma that preserves ~95% 3-year PFS/EFS while reducing long-term endocrine/vascular/neurocognitive/second-cancer toxicities.
- CNS-penetrant therapies for disseminated CNS germinoma that avoid craniospinal irradiation while maintaining cure rates and lowering late radiation toxicities.
- Less-toxic, effective salvage therapies for recurrent/relapsed CNS germinoma that reduce reliance on high-dose chemotherapy with autologous stem-cell rescue ± additional radiation.",https://en.wikipedia.org/wiki/Germinoma,https://medlineplus.gov/childhoodbraintumors.html,https://platform.opentargets.org/disease/MONDO_0002598,https://www.omim.org/entry/273300,https://rarediseases.org/mondo-disease/central-nervous-system-germinoma/,https://clinicaltrials.gov/search?cond=Germinoma,https://braintumor.org/,,[object Object],7,7,2,4,5
choriocarcinoma-gestational,Choriocarcinoma | gestational,"Gestational choriocarcinoma is a fast growing uterine cancer that arises after pregnancy, often presenting with persistent abnormal vaginal bleeding and markedly elevated human chorionic gonadotropin, and can rapidly metastasize to the lungs or brain with pulmonary or neurologic symptoms. Chemotherapy cures most patients, but around one in five high risk cases fail first line multi agent regimens and treatment can carry long term toxicity including early menopause and secondary leukemia risk. Key needs include more durable options for resistant disease, such as immunotherapy, and less visit intensive monitoring that preserves cure rates.",Oncology,Oncology,Ultra-Orphan,4.148,"- Immunotherapy (± combinations) that delivers sustained β‑hCG normalization enabling discontinuation in the ~25–30% chemo-/polychemotherapy‑resistant high‑risk GTN.
- Chemo‑sparing, non‑genotoxic alternatives to etoposide‑containing multi‑agent regimens (e.g., EMA‑CO) that reduce premature menopause and secondary leukemia risk.
- Regimens that reduce the q14‑day EMA‑CO visit intensity and prolonged β‑hCG monitoring/consolidation cycles, including chemo‑avoidance strategies in selected patients.",https://en.wikipedia.org/wiki/Gestational_choriocarcinoma,https://medlineplus.gov/ency/article/001496.htm,https://platform.opentargets.org/disease/MONDO_0020550,https://omim.org/entry/231090,https://rarediseases.org/rare-diseases/gestational-trophoblastic-disease/,https://clinicaltrials.gov/search?cond=Gestational%20Choriocarcinoma,https://foundationforwomenscancer.org/,[object Object],[object Object],7,7,5,5,5
giant-cell-reparative-granuloma,Giant cell reparative granuloma,"Benign but locally aggressive osteolytic jaw lesion (usually mandible) in mostly young, often female patients, causing painless swelling and facial asymmetry; key unmet needs are less mutilating options for aggressive pediatric disease, lower-burden conservative therapy, and safer antiresorptives given rebound hypercalcemia and jaw osteonecrosis risks with denosumab, alongside sparse prospective evidence.",Dental medicine,Dental medicine,Ultra-Orphan,1.816,"- Adjuvant/neoadjuvant therapy to reduce high post-curettage recurrence in aggressive jaw CGCG while avoiding morbid radical surgery (tissue/tooth loss).
- Pediatric-safe denosumab/bisphosphonate alternative that controls lesions without rebound hypercalcemia, MRONJ risk, or long skeletal retention.
- Low-burden systemic/long-acting option that avoids multiple weekly intralesional injections and prolonged high-compliance regimens while maintaining low recurrence.",https://en.wikipedia.org/wiki/Central_giant-cell_granuloma,No condition-specific MedlinePlus URL available,https://platform.opentargets.org/disease/EFO_1000950,https://omim.org/entry/600268,,https://clinicaltrials.gov/search?cond=%22Giant%20cell%20reparative%20granuloma%22%20OR%20%22Central%20giant%20cell%20granuloma%22,,,,7,2,1,3,2
gingival-fibromatosis,Gingival fibromatosis,"Gingival fibromatosis is a rare, often inherited disorder of slowly progressive collagen rich gum overgrowth that can cover teeth and cause chewing, speech, occlusion, esthetic, and psychosocial problems, typically presenting around tooth eruption in childhood. Care is largely invasive gum surgery, but recurrence is common at about 33.85 percent after gingivectomy, creating demand for durable, noninvasive, mechanism based therapies for genetic forms such as those linked to SOS1 variants.",Dental medicine,Dental medicine,Ultra-Orphan,2.636,"- Non-surgical (or post‑gingivectomy adjunct) therapy that prevents recurrent gingival overgrowth and reduces high post‑surgery recurrence (~34.92%).
- Pediatric disease-control therapy that reduces gingival tissue enough to allow normal tooth emergence and improves speech/chewing function.
- Genotype-/mechanism-directed therapy for SOS1‑driven hereditary gingival fibromatosis that counteracts the overactive growth signal to stop gingival cell proliferation.",https://en.wikipedia.org/wiki/Hereditary_gingival_fibromatosis,https://medlineplus.gov/genetics/gene/sos1/,https://platform.opentargets.org/disease/MONDO_0975841,https://www.omim.org/phenotypicSeries/PS135300,https://rarediseases.org/mondo-disease/hereditary-gingival-fibromatosis/,https://clinicaltrials.gov/search?cond=Gingival%20fibromatosis,,,,7,3,2,4,4
glucose-galactose-malabsorption,Glucose-galactose malabsorption,"Rare inherited SLC5A1 (sodium glucose cotransporter 1) defect causing neonatal onset, feed triggered glucose and galactose malabsorption with severe watery diarrhea, dehydration, weight loss, and metabolic acidosis that can be life threatening. Care is strict lifelong avoidance of glucose, galactose, and lactose using fructose based formulas, but adherence becomes harder with age and accidental exposure triggers immediate relapse. Unmet needs include safer, less burdensome disease control, rapid rescue options during exposures, and disease modifying approaches that restore transporter function and prevent chronic dehydration complications such as kidney stones.",Gastroenterology,Gastroenterology,Ultra-Orphan,1.643,"- Durable SGLT1 (SLC5A1) functional restoration enabling neonates to tolerate breast milk/standard formula without life-threatening diarrhea/dehydration relapse
- On-demand oral “rescue” therapy to rapidly stop diarrhea after accidental glucose/galactose/lactose exposure and avoid feed cessation/IV-level care
- Long-term adjunct therapy to reduce reliance on extreme fructose-centered high-fat/high-protein diets while lowering dehydration and renal-complication risk (nephrocalcinosis/kidney stones)",https://en.wikipedia.org/wiki/Glucose-galactose_malabsorption,https://medlineplus.gov/genetics/condition/glucose-galactose-malabsorption/,https://platform.opentargets.org/disease/MONDO_0011731,https://omim.org/entry/606824,https://rarediseases.org/rare-diseases/glucose-galactose-malabsorption/,https://clinicaltrials.gov/search?cond=Glucose-galactose%20malabsorption,,,,7,7,1,2,5
glycogen-storage-disease-type-6,Glycogen storage disease | type 6,"Glycogen storage disease type VI (Hers disease) is an ultra rare inherited liver glycogen breakdown disorder starting in infancy or early childhood with hepatomegaly, fasting intolerance, and ketotic hypoglycemia with slowed growth. Care is largely intensive dietary management with frequent meals and repeated cornstarch dosing including bedtime doses, yet many patients still face hepatic fibrosis risk and bone complications with imperfect metabolic control. The key unmet need is longer acting metabolic stabilization and liver directed disease modifying options such as gene or messenger RNA based approaches to prevent progression and reduce treatment burden.",Endocrinology,Endocrinology,Ultra-Orphan,2.324,"- Long-acting therapy to maintain overnight metabolic stability (glucose 75–100 mg/dL; β-hydroxybutyrate ≤0.3 mmol/L) in infants/toddlers (<5y) without middle-of-night feeds/cornstarch.
- Hepatocyte-directed PYGL restoration and/or anti-fibrotic therapy to prevent/slow early hepatic fibrosis and reduce adenoma/HCC risk.
- Ketosis/acidosis-reducing therapy (esp. during illness/stress in young children) to prevent growth delay and osteopenia/osteoporosis beyond diet titration.",https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_VI,https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-vi/,https://platform.opentargets.org/disease/MONDO_0009294,https://omim.org/entry/232700,https://rarediseases.org/rare-diseases/hers-disease/,https://clinicaltrials.gov/search?cond=%22Glycogen%20storage%20disease%20type%20VI%22,https://agsdus.org/,,[object Object],7,2,1,3,5
granulomatous-endometritis,Granulomatous endometritis,"Granulomatous endometritis is a chronic inflammatory injury of the uterine lining, often driven by genital tuberculosis in endemic settings and typically discovered during infertility or secondary amenorrhea workups. Symptoms can be subtle, including pelvic discomfort, spotting, and vaginal discharge, so diagnosis is often delayed. Even after standard six month multidrug tuberculosis therapy, endometrial damage may progress to scarring with intrauterine adhesions and Asherman syndrome that may not improve in higher grade disease, leaving persistent infertility. Treatment also carries toxicity and monitoring burdens, notably liver and vision monitoring, underscoring the need for safer, shorter regimens and approaches that prevent or reverse fibrosis.",Women’s health,Women’s health,Rare,2.886,"- Anti‑fibrotic/regenerative therapies to reverse tuberculous endometritis–driven intrauterine adhesions/Asherman’s syndrome (especially higher‑grade adhesions nonresponsive to ATT) and restore fertility.
- Host‑directed anti‑inflammatory/immunomodulatory adjuncts to improve endometrial receptivity and raise pregnancy outcomes beyond ATT‑only.
- Shorter‑course, lower‑toxicity anti‑mycobacterial regimens for genital TB (incl. MDR) to reduce duration and hepatotoxicity/ocular‑toxicity monitoring burden.",https://en.wikipedia.org/wiki/Endometritis,https://medlineplus.gov/ency/article/001484.htm,https://platform.opentargets.org/disease/MONDO_0024279,,https://rarediseases.org/rare-diseases/tuberculosis/,https://clinicaltrials.gov/search?cond=Granulomatous%20endometritis,,,[object Object],7,2,1,4,5
granulomatous-myositis,Granulomatous myositis,"Granulomatous myositis is a rare, biopsy defined inflammatory myopathy with non caseating granulomas, often linked to systemic sarcoidosis, typically affecting midlife to older women with proximal weakness and sometimes dysphagia. Management relies on prolonged corticosteroids and other immunosuppression, but relapse is common and steroid toxicity accumulates, with some patients progressing to severe disability especially with distal weakness and amyotrophy. Normal creatine kinase in chronic disease can delay recognition and complicate monitoring, reinforcing the need for durable steroid sparing disease control and better ways to track and prevent functional decline.",Immunology,Immunology,Rare,3.25,"- Relapse-free maintenance of muscle response after initial corticosteroid improvement
- Therapies that prevent/slow progression to severe disability in the “severe GM” phenotype (notably distal weakness + amyotrophy)
- Steroid-sparing, lower-toxicity and more convenient regimens that keep prednisone <10–15 mg/day and reduce reliance on infusion anti-TNF",,https://medlineplus.gov/sarcoidosis.html,https://platform.opentargets.org/disease/EFO_0003058,https://www.omim.org/entry/181000,https://rarediseases.org/rare-diseases/sarcoidosis/,https://clinicaltrials.gov/search?cond=Granulomatous%20myositis,https://www.stopsarcoidosis.org/,,[object Object],7,4,3,4,4
guanidinoacetate-methyltransferase-deficiency,Guanidinoacetate methyltransferase deficiency,"Guanidinoacetate methyltransferase deficiency is a rare inherited creatine synthesis disorder affecting brain and muscle, typically presenting in infancy to early childhood with developmental delay, severe expressive language impairment, and often intractable seizures. Treatment is lifelong multi dose oral creatine plus ornithine and sometimes arginine restriction, which can improve seizures and behavior but cannot reverse established neurocognitive injury from delayed diagnosis. The key unmet needs are presymptomatic detection and durable central nervous system restoration that goes beyond supplementation.",Neurology,Neurology,Ultra-Orphan,4.152,"- One-time/infrequent CNS-targeted GAMT enzyme restoration to normalize creatine and GAA, replacing chronic supplement/diet regimens
- Neurodevelopmental rescue (expressive speech/cognition) for symptomatic infants/toddlers diagnosed after onset
- Better control of drug-resistant epilepsy to exceed current ~50% seizure-freedom outcomes",https://en.wikipedia.org/wiki/Guanidinoacetate_methyltransferase_deficiency,https://medlineplus.gov/genetics/condition/guanidinoacetate-methyltransferase-deficiency/,https://platform.opentargets.org/disease/MONDO_0012999,https://www.omim.org/entry/612736,https://rarediseases.org/rare-diseases/guanidinoacetate-methyltransferase-deficiency/,https://clinicaltrials.gov/search?cond=%22Guanidinoacetate%20methyltransferase%20deficiency%22,https://creatineinfo.org/,,[object Object],7,6,5,3,5
syphilis-tertiary,Syphilis | tertiary,"Late-stage syphilis after years of untreated, often silent infection that continues to damage organs, later presenting with destructive gummas, cardiovascular injury such as aneurysm or valve disease, and neuropsychiatric decline from late neurosyphilis. Morbidity can be permanent or fatal because established end organ damage is not reliably reversible. A key unmet need is more practical, outpatient-capable regimens and adjuncts that preserve function, since neurosyphilis treatment can require 10 to 14 days of frequent-dose intravenous penicillin and prolonged hospitalization.",Infectious disease,Infectious disease,Ultra-Orphan,3.887,"- Outpatient-capable neurosyphilis/late-neurosyphilis CNS-sterilizing regimen that avoids prolonged inpatient IV penicillin.
- Adjunctive therapy that improves irreversible functional outcomes in late neurosyphilis phenotypes (e.g., general paresis/tabes dorsalis), beyond infection clearance.
- Penicillin-sparing, shortage-resilient regimen for tertiary syphilis/late neurosyphilis, including for penicillin-allergic patients.",https://en.wikipedia.org/wiki/Syphilis,https://medlineplus.gov/ency/article/000861.htm,https://platform.opentargets.org/disease/MONDO_0004497,,https://rarediseases.org/mondo-disease/neurosyphilis/,https://clinicaltrials.gov/search?cond=Tertiary%20Syphilis,,,[object Object],7,5,4,3,6
hemangioblastoma,Hemangioblastoma,"Hemangioblastoma is a rare, typically slow growing, highly vascular World Health Organization grade 1 central nervous system tumor, usually in the cerebellar posterior fossa, where mass effect and frequent peritumoral cysts can obstruct cerebrospinal fluid flow and cause headaches, nausea, dizziness, gait ataxia, and hydrocephalus. Management is largely surgical with radiosurgery for selected cases, leaving unmet need for well tolerated systemic therapies, especially for the roughly 75 percent of patients with sporadic disease and for durable control of cyst driven neurologic decline beyond von Hippel Lindau limited belzutifan.",Oncology,Oncology,Ultra-Orphan,2.347,"- FDA-approvable systemic therapy for sporadic (non‑VHL) CNS hemangioblastoma (majority of cases)
- Rapid, reliable control of tumor-associated cysts/syrinx to prevent pressure-driven neurologic decline/hydrocephalus
- Better-tolerated alternatives to belzutifan (less severe anemia/hypoxia) suitable for long-term chronic use",https://en.wikipedia.org/wiki/Hemangioblastoma,https://medlineplus.gov/vonhippellindaudisease.html,https://platform.opentargets.org/disease/MONDO_0016748,https://omim.org/entry/193300,https://rarediseases.org/mondo-disease/hemangioblastoma/,https://clinicaltrials.gov/search?cond=Hemangioblastoma,https://vhl.org/,[object Object],[object Object],7,5,2,4,0
hepatic-infarction,Hepatic infarction,"Hepatic infarction is an ultra-rare ischemic injury causing focal coagulative liver necrosis, typically presenting with acute right upper quadrant pain and fever, marked liver enzyme elevation and leukocytosis, and wedge-shaped peripheral defects on computed tomography. Treatment is etiology driven with no standardized guidelines, so care focuses on restoring perfusion where possible and preventing serious sequelae such as bile duct necrosis, infection, biloma, abscess, biliary strictures, and liver failure.",Gastroenterology,Gastroenterology,Ultra-Orphan,3.598,"- Bleeding-sparing, rapidly reversible anticoagulation for hepatic infarction patients with coagulopathy/high hemorrhage risk who still require anticoagulation.
- Early oral step-down/outpatient anticoagulation pathways that preserve symptom/LFT recovery while reducing inpatient IV infusion burden.
- Adjunct pharmacotherapy to prevent/treat ischemic–necrotic sequelae (biliary strictures/bilomas/abscess) and avert progression to fulminant liver failure/sepsis.",,https://www.ncbi.nlm.nih.gov/medgen/508812,https://platform.opentargets.org/disease/MONDO_0001787,,,https://clinicaltrials.gov/search?cond=Hepatic%20Infarction,https://www.liverfoundation.org/,,[object Object],7,5,4,4,6
hemangiopericytoma,Hemangiopericytoma,"Hemangiopericytoma is now considered within the solitary fibrous tumor spectrum, an ultra rare mesenchymal cancer that can arise almost anywhere and often presents as a slow growing painless mass. Despite surgery and other local therapies, intracranial disease can recur frequently and metastases may appear years or decades later, creating a long surveillance burden. There are no systemic therapies with durable activity, leaving a need for longer lasting disease control, metastasis prevention, and targeted management of complications such as insulin like growth factor II mediated hypoglycemia.",Oncology,Oncology,Ultra-Orphan,3.25,"- Durable systemic control for advanced/recurrent/metastatic SFT/HPC beyond current anti-angiogenic benchmarks
- CNS-effective and metastasis-preventing systemic therapy for intracranial SFT/HPC after surgery ± radiotherapy
- Mechanism-based therapy for Doege–Potter syndrome (Big-IGF-II–mediated hypoglycemia) in unresectable/incompletely resectable SFT",https://en.wikipedia.org/wiki/Hemangiopericytoma,https://medlineplus.gov/ency/article/000116.htm,https://platform.opentargets.org/disease/MONDO_0009330,https://omim.org/entry/234820,https://rarediseases.org/mondo-disease/hemangiopericytoma/,https://clinicaltrials.gov/search?cond=Hemangiopericytoma,https://curesarcoma.org/,,[object Object],7,4,3,5,3
hemoglobin-d-disease,Hemoglobin D disease,"Inherited hemoglobin D variant usually identified on screening and clinically mild in homozygotes, causing early-life mild hemolytic anemia and nonprogressive splenomegaly; major unmet need is in compound genotypes, especially hemoglobin S with hemoglobin D and hemoglobin D with beta thalassemia, where vaso-occlusive crises, stroke or acute chest syndrome and chronic hemolysis drive morbidity and treatment is largely extrapolated with limited genotype-specific disease-modifying options.",Hematology,Hematology,Ultra-Orphan,1.411,"- Disease-modifying prevention/marked reduction of vaso-occlusive crises (pain, acute chest syndrome, ischemic brain injury) in HbSD (HbS/HbD)
- Therapies that raise hemoglobin and reduce hemolysis/splenomegaly in HbD/β-thalassemia to avoid transfusion escalation
- Low-risk anti-hemolysis option for symptomatic HbDD minority to reduce mild anemia/splenomegaly and related complications (e.g., jaundice/gallstones)",https://en.wikipedia.org/wiki/Hemoglobin_D-Punjab,https://medlineplus.gov/lab-tests/hemoglobin-electrophoresis/,https://platform.opentargets.org/disease/MONDO_0019537,https://omim.org/entry/141900,https://rarediseases.org/mondo-disease/hemoglobin-d-disease,https://clinicaltrials.gov/search?cond=Hemoglobin%20D%20Disease%20OR%20Hemoglobin%20SD%20Disease%20OR%20Hemoglobin%20D-Punjab,,[object Object],,7,1,1,0,1
hereditary-coproporphyria,Hereditary coproporphyria,"Hereditary coproporphyria is a rare inherited acute hepatic porphyria marked by episodic neurovisceral attacks, often in women of childbearing age, causing severe abdominal pain with gastrointestinal, neurologic, and autonomic symptoms and sometimes blistering skin lesions. Care relies on intravenous hemin via central access, creating infusion burden, catheter complications, and iron overload, while prophylaxis can carry liver and kidney safety tradeoffs. Patients may also develop chronic symptoms and long term risks including hypertension, renal and liver disease, and hepatocellular carcinoma, and recurrent attacks remain difficult to control.",Endocrinology,Endocrinology,Ultra-Orphan,3.185,"- Non‑IV, outpatient acute‑attack abortive therapy that prevents progression to hospitalization and avoids daily IV hemin/central access
- Better‑tolerated prophylaxis for frequent/recurrent disease that reduces hospitalization/urgent visits/IV hemin use while avoiding givosiran’s liver/renal toxicity and intensive monitoring
- Therapies that reduce between‑attack chronic morbidity and long‑term sequelae (e.g., neuropathy/fatigue/nausea; hypertension; chronic renal/liver disease; HCC risk), not just attack frequency",https://en.wikipedia.org/wiki/Hereditary_coproporphyria,https://medlineplus.gov/genetics/condition/porphyria/,https://platform.opentargets.org/disease/MONDO_0007369,https://omim.org/entry/121300,https://rarediseases.org/rare-diseases/hereditary-coproporphyria/,https://clinicaltrials.gov/search?cond=Hereditary%20Coproporphyria,https://porphyriafoundation.org/,[object Object],[object Object],7,5,3,4,6
hereditary-fructose-intolerance-syndrome,Hereditary fructose intolerance syndrome,"Hereditary fructose intolerance is a rare inherited defect in fructose metabolism that typically presents in infancy when fructose is introduced, causing postprandial gastrointestinal symptoms and potentially life threatening hypoglycemia, with repeated exposures leading to progressive liver and kidney injury. Management remains largely lifelong dietary avoidance and dextrose based rescue, but hidden fructose in foods, formulas, and medications makes strict adherence difficult and can result in severe outcomes. A key unmet need is a disease buffering therapy that increases fructose tolerance by preventing toxic fructose 1 phosphate accumulation, such as ketohexokinase inhibition.",Gastroenterology,Gastroenterology,Rare,3.069,"- Oral ketohexokinase (KHK) inhibition to prevent Fru‑1P accumulation and increase “fructose tolerance” during inadvertent exposure
- Infant/child-safe prophylaxis or rapid rescue to prevent severe outcomes from hidden/iatrogenic fructose/sucrose/sorbitol in formulas and medications
- Therapies to prevent/mitigate chronic liver (steatosis/cirrhosis) and kidney disease that can persist despite strict dietary restriction",https://en.wikipedia.org/wiki/Hereditary_fructose_intolerance,https://medlineplus.gov/genetics/condition/hereditary-fructose-intolerance/,https://platform.opentargets.org/disease/MONDO_0009249,https://omim.org/entry/229600,https://rarediseases.org/rare-diseases/fructose-intolerance-hereditary/,https://clinicaltrials.gov/search?cond=Hereditary%20Fructose%20Intolerance,,,[object Object],7,6,2,3,4
hereditary-hypophosphatemic-rickets-with-hypercalciuria,Hereditary hypophosphatemic rickets with hypercalciuria,"Rare inherited renal phosphate wasting disorder causing hypophosphatemia with rickets or osteomalacia, typically starting in childhood with growth failure, short stature, skeletal deformities, muscle weakness, and bone pain. Elevated calcitriol drives hypercalciuria, raising risk of nephrocalcinosis and kidney stones. Management relies on frequent high dose oral phosphate, but treatment is burdensome, can cause gastrointestinal side effects and longer term complications, and adherence is often poor; active vitamin D analogs are generally avoided because they can worsen hypercalciuria.",Nephrology,Nephrology,Ultra-Orphan,3.157,"- NaPi‑IIc (SLC34A3) functional restoration to normalize renal phosphate handling (TRP%/TmP‑GFR) and prevent bone + kidney phenotypes
- Therapies that suppress 1,25(OH)2D–driven hypercalciuria to prevent nephrolithiasis/nephrocalcinosis and downstream CKD
- Adherence‑optimized phosphate replacement/phosphate‑sparing approaches to reduce high dosing frequency and GI-limiting diarrhea",,https://medlineplus.gov/genetics/condition/hereditary-hypophosphatemic-rickets/,https://platform.opentargets.org/disease/MONDO_0009431,https://omim.org/entry/241530,https://rarediseases.org/rare-diseases/familial-hypophosphatemia/,https://clinicaltrials.gov/search?cond=HHRH,https://xlhnetwork.org/,,[object Object],7,4,3,3,4
hereditary-mixed-polyposis-syndrome,Hereditary mixed polyposis syndrome,"Rare autosomal dominant colorectal cancer predisposition syndrome (often due to a GREM1-region duplication) causing mixed-histology colon and rectal polyps, typically low burden (about 1–15) presenting around age 40 with bleeding or bowel habit changes; care relies on frequent colonoscopy and polypectomy from the late 20s and sometimes surgery, with limited evidence and no durable medical prevention to reduce lifelong procedural burden and improve risk stratification.",Gastroenterology,Gastroenterology,Ultra-Orphan,2.205,"- Safe, long-term pharmacologic polyp prevention/regression in HMPS to reduce recurrence enough to de-intensify frequent colonoscopy surveillance.
- Chemoprophylaxis with proven clinical benefit (e.g., reduced colorectal cancer events), not just short-term polyp-count reduction.
- Mechanism-targeted therapy counteracting GREM1 overexpression/BMP-pathway inhibition to modify disease and reduce reliance on polypectomy/surveillance.",,"No direct MedlinePlus disease-specific URL (use search results: https://vsearch.nlm.nih.gov/vivisimo/cgi-bin/query-meta?v:project=medlineplus&query=Polyposis+syndrome,+hereditary+mixed,+1)",https://platform.opentargets.org/disease/MONDO_0011023,https://omim.org/entry/601228,https://rarediseases.org/mondo-disease/hereditary-mixed-polyposis-syndrome/,https://clinicaltrials.gov/search?cond=Hereditary%20Mixed%20Polyposis%20Syndrome,https://www.facingourrisk.org/,,,7,3,2,2,3
